,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Clusters,Total_Promos,Clusters_scal
1291,0,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,493,51,26,0,1,2,1,1,0,0
1292,2,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,263,49,76,1,1,3,1,1,0,0
1293,1,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,512,45,15,0,2,3,1,3,0,0
1294,1,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,2,59,62,0,2,3,1,3,0,0
1295,1,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,252,68,198,1,1,3,1,3,0,2
1296,1,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,407,44,49,1,1,3,1,1,0,0
1297,0,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,530,56,802,1,1,3,1,0,1,2
1298,0,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,290,76,1736,1,0,2,0,2,1,1
1299,0,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,709,44,57,0,2,3,1,3,0,0
1300,1,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,609,51,59,1,1,3,1,3,0,0
1301,0,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,612,69,2302,1,0,2,0,2,3,1
1302,2,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,291,37,37,1,0,2,0,1,0,0
1303,0,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,649,52,310,0,2,3,1,3,0,0
1304,0,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,1060,43,1305,1,0,2,0,2,1,1
1305,0,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,526,56,832,1,1,3,1,0,0,2
1306,0,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,642,46,401,1,2,4,1,3,0,0
1307,1,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,197,57,1501,1,0,2,0,2,2,1
1308,0,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,326,40,1189,1,0,2,0,2,4,1
1309,0,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,502,50,1194,1,1,3,1,0,0,2
1310,1,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,309,62,656,1,1,3,1,0,0,2
1311,1,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,743,66,1540,0,0,1,0,2,0,1
1312,1,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,467,57,311,1,1,3,1,0,0,2
1313,2,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,543,67,820,1,1,3,1,0,0,2
1314,2,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,35,33,274,1,1,3,1,3,0,0
1315,1,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,595,60,57,0,2,3,1,3,0,0
1316,0,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,695,57,448,1,1,3,1,0,0,2
1317,2,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,61,49,44,1,2,4,1,3,0,0
1318,0,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,495,50,102,1,2,4,1,3,0,0
1319,0,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,338,38,61,1,1,3,1,1,0,0
1320,1,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,593,62,1643,1,0,2,0,2,0,1
1321,1,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,548,64,397,1,1,3,1,0,0,2
1322,0,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,158,54,1121,1,1,3,1,0,1,2
1323,0,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,1002,45,473,0,2,3,1,0,1,0
1324,2,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,252,48,50,1,1,3,1,1,0,0
1325,1,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,660,60,1678,1,1,3,1,0,0,2
1326,0,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,232,40,58,1,0,2,0,1,0,0
1327,1,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,437,47,170,1,1,3,1,3,0,0
1328,1,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,359,40,373,0,0,1,0,1,0,0
1329,1,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,384,77,1196,1,0,2,0,2,1,1
1330,0,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,156,43,101,1,1,3,1,1,0,0
1331,0,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,724,53,316,1,2,4,1,3,0,0
1332,0,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,444,60,1400,1,1,3,1,0,2,2
1333,0,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,495,74,1424,0,0,1,0,2,0,1
1334,1,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,840,44,844,1,1,3,1,0,3,2
1335,0,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,445,47,311,1,1,3,1,0,0,2
1336,0,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,488,40,1149,1,0,2,0,2,0,1
1337,1,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,230,39,129,1,0,2,0,1,0,0
1338,0,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,416,70,32,0,1,2,1,3,0,2
1339,0,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,850,40,299,0,1,2,1,1,0,0
1340,0,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,191,60,320,1,1,3,1,3,1,2
1341,1,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,745,45,441,1,1,3,1,0,0,2
1342,1,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,1061,73,1178,1,2,4,1,0,1,0
1343,0,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,658,32,85,1,0,2,0,1,0,0
1344,2,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,626,40,24,0,1,2,1,1,0,0
1345,0,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,654,47,112,0,1,2,1,1,0,0
1346,2,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,430,63,30,1,1,3,1,3,0,2
1347,1,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,534,39,410,1,0,2,0,1,0,1
1348,0,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,462,46,800,1,1,3,1,0,1,2
1349,1,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,641,60,1313,0,0,1,0,2,0,1
1350,1,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,616,66,1483,1,0,2,0,2,0,1
1351,0,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,411,29,1258,0,0,1,0,2,0,1
1352,0,18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,847,35,28,1,1,3,1,1,0,0
1353,0,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,313,57,227,1,1,3,1,0,0,2
1354,0,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,816,40,1555,1,0,2,0,2,1,1
1355,0,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,629,60,861,0,1,2,1,0,0,2
1356,0,38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,593,44,103,1,1,3,1,1,1,0
1357,1,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,222,76,634,0,0,1,0,2,0,1
1358,0,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,342,59,1918,0,0,1,0,2,0,1
1359,1,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,605,51,131,0,2,3,1,3,0,0
1360,0,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,801,54,586,1,2,4,1,0,0,0
1361,2,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,378,30,62,1,1,3,1,1,1,0
1362,0,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,555,48,447,0,2,3,1,3,0,0
1363,2,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,858,72,939,1,0,2,0,2,0,1
1364,2,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,499,45,797,0,1,2,1,0,1,2
1365,1,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,971,64,1143,0,1,2,1,0,0,2
1366,0,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,513,46,415,0,1,2,1,0,0,2
1367,0,37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,376,49,30,1,1,3,1,1,0,0
1368,1,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,345,54,187,0,1,2,1,1,0,0
1369,0,67267.0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,207,64,251,1,1,3,1,3,0,2
1370,0,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,221,47,237,0,1,2,1,3,0,2
1371,2,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,346,62,91,1,2,4,1,3,0,0
1372,1,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,549,57,35,0,3,4,1,3,0,0
1373,1,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,970,62,493,0,1,2,1,0,1,2
1374,1,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,643,53,971,1,1,3,1,0,0,2
1375,0,48904.0,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,1028,62,371,0,1,2,1,0,0,2
1376,0,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,341,47,396,0,3,4,1,3,0,0
1377,0,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,473,37,68,1,1,3,1,1,1,0
1378,1,57420.0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,529,51,322,1,1,3,1,0,1,2
1380,1,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,215,67,222,0,1,2,1,3,0,2
1381,2,54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,639,66,177,1,2,4,1,3,0,0
1384,0,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,909,49,45,1,1,3,1,1,0,0
1385,0,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,325,74,1899,1,0,2,0,2,2,1
1387,2,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,473,46,22,1,2,4,1,3,0,0
1388,0,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,720,42,41,1,2,4,1,3,0,0
1389,0,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,304,43,1440,1,0,2,0,2,0,1
1390,1,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,391,50,325,1,2,4,1,3,0,0
1391,0,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,636,49,95,1,1,3,1,1,0,0
1392,1,38887.0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,306,50,42,1,1,3,1,1,0,0
1393,2,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,816,47,72,0,2,3,1,1,0,0
1394,1,29791.0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,205,50,20,1,1,3,1,1,0,0
1395,1,63915.0,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,494,66,789,1,2,4,1,0,0,2
1396,0,39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,198,48,15,0,2,3,1,3,0,0
1397,0,26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,157,50,59,0,1,2,1,1,0,0
1398,1,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,594,54,908,0,1,2,1,0,0,2
1399,1,51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,785,53,417,1,2,4,1,3,0,0
1400,0,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,833,61,289,1,2,4,1,3,0,0
1401,0,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,252,50,769,1,1,3,1,0,0,2
1402,0,37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,229,69,188,1,1,3,1,3,0,2
1403,0,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,845,65,354,0,1,2,1,0,0,2
1404,1,44511.0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,726,52,727,1,1,3,1,0,0,0
1405,1,36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,881,55,146,1,2,4,1,3,0,0
1406,1,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,397,71,319,1,1,3,1,0,0,2
1407,1,67087.0,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,354,69,794,1,1,3,1,0,0,2
1408,0,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,849,72,454,1,1,3,1,0,0,2
1409,1,36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,910,69,152,0,2,3,1,3,0,0
1410,1,69389.0,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,799,45,797,1,1,3,1,0,0,2
1411,0,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,565,50,1690,1,1,3,1,0,3,2
1412,1,43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,291,53,20,1,2,4,1,3,0,0
1413,0,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,318,78,1428,1,0,2,0,2,1,1
1414,0,34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,661,32,209,0,1,2,1,1,0,0
1415,0,57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,426,43,545,0,1,2,1,0,0,2
1416,2,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,689,56,96,1,0,2,0,1,0,0
1417,0,51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,286,74,222,1,0,2,0,1,0,0
1418,0,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,265,50,61,1,3,5,1,3,0,0
1419,0,24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,312,49,44,1,2,4,1,3,0,0
1420,1,34578.0,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,32,50,8,1,3,5,1,3,0,0
1421,2,65704.0,0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,419,50,817,0,0,1,0,2,0,1
1422,0,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,755,56,1371,0,1,2,1,0,1,2
1423,1,54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,293,53,42,1,1,3,1,3,0,2
1424,0,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,708,63,60,1,0,2,0,1,0,0
1425,0,28164.0,1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,610,52,78,1,1,3,1,1,0,0
1426,1,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,602,48,23,1,1,3,1,1,0,0
1427,1,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,446,50,19,1,1,3,1,1,0,0
1428,2,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,251,64,61,0,2,3,1,3,0,0
1429,0,31907.0,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,612,50,449,0,0,1,0,2,0,0
1430,1,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,581,39,37,1,1,3,1,1,0,0
1431,2,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,296,49,38,0,1,2,1,1,0,0
1432,0,92533.0,0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,352,37,1131,1,0,2,0,2,2,1
1433,0,34853.0,1,1,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,348,49,34,0,2,3,1,3,0,0
1434,0,70844.0,1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,402,55,294,0,2,3,1,3,0,0
1435,2,31086.0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,610,43,48,1,2,4,1,3,1,0
1436,0,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,833,61,289,1,2,4,1,3,0,0
1437,2,20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,680,36,30,1,0,2,0,1,0,0
1438,0,42523.0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,227,58,125,1,0,2,0,1,0,0
1439,0,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,660,39,156,1,1,3,1,1,0,0
1440,0,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,506,70,70,1,2,4,1,3,0,0
1441,1,36408.0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,441,73,22,1,2,4,1,3,0,0
1442,0,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,1002,43,65,1,1,3,1,1,0,0
1443,1,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,773,74,1930,0,0,1,0,2,1,1
1444,0,82657.0,0,0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,435,76,2283,1,0,2,0,2,2,1
1445,0,51876.0,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,417,64,310,1,0,2,0,1,0,0
1446,2,78041.0,0,0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,720,51,1319,1,0,2,0,2,0,1
1447,0,52852.0,0,1,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,1059,65,879,1,1,3,1,0,1,2
1448,1,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,407,40,1244,1,0,2,0,2,0,1
1449,2,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,258,49,690,1,1,3,1,0,0,2
1450,0,46053.0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,657,50,209,1,1,3,1,3,0,0
1451,0,77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,91,57,1134,1,0,2,0,2,0,1
1452,0,73892.0,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,388,69,1507,0,0,1,0,2,0,1
1453,1,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,432,55,57,0,1,2,1,1,0,0
1454,1,32727.0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,830,57,529,1,0,2,0,1,0,0
1455,0,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,164,53,1091,1,0,2,0,2,0,1
1456,0,43300.0,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,784,51,180,0,1,2,1,0,0,2
1457,0,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,370,50,77,1,2,4,1,3,0,0
1458,0,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,4,52,2349,0,0,1,0,2,3,1
1459,1,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,813,48,534,1,0,2,0,2,0,1
1460,1,64866.0,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,314,72,556,0,1,2,1,0,1,2
1461,0,57957.0,0,1,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0,474,63,637,1,1,3,1,0,0,2
1462,1,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,237,67,46,1,2,4,1,3,2,0
1463,0,16531.0,1,0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,171,44,44,1,1,3,1,1,0,0
1464,1,28072.0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,486,36,47,1,1,3,1,1,0,0
1465,1,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,534,59,795,0,1,2,1,0,0,2
1466,0,50725.0,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,661,69,586,1,1,3,1,0,0,2
1467,0,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,366,70,1574,1,0,2,0,2,1,1
1468,1,41145.0,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,126,72,13,1,2,4,1,3,0,0
1469,0,67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,689,52,1471,1,1,3,1,0,0,2
1470,2,23162.0,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,350,52,65,1,2,4,1,3,0,0
1471,0,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,669,45,175,1,1,3,1,1,0,0
1472,0,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,588,56,40,0,1,2,1,3,0,2
1473,1,94871.0,0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1,1062,53,1078,1,2,4,1,0,2,2
1474,0,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,750,64,1115,1,1,3,1,0,0,2
1475,0,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,369,68,134,1,1,3,1,3,0,2
1476,1,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,743,66,1540,0,0,1,0,2,0,1
1477,1,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,663,52,87,1,1,3,1,3,0,2
1478,1,41020.0,0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,404,35,217,0,0,1,0,1,0,0
1479,1,57072.0,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,316,61,1034,1,1,3,1,0,1,2
1480,0,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,701,43,1180,0,1,2,1,0,0,2
1481,0,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,827,62,819,1,1,3,1,0,0,2
1482,2,19414.0,1,0,32,2,3,12,3,5,7,1,1,0,3,8,0,0,0,0,0,0,0,416,41,32,1,1,3,1,1,0,0
1483,0,19107.0,1,0,49,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,471,42,46,1,1,3,1,1,0,0
1484,2,75484.0,0,1,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,1032,46,1159,1,1,3,1,0,0,2
